id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365
50197603,78-2D  Furnished 1BR WD walk to Central Park,162280872,Urban Furnished,Manhattan,Upper East Side,Entire home/apt,191.0,30.0,3,310
50201085,Fantastic and confortable room to rest nd be quiet,393016479,Rose,Bronx,Mount Hope,Private room,46.0,30.0,48,71
50210952,Modern One Bedroom in Chelsea - Prime Location,22541573,Furnished Quarters,Manhattan,Chelsea,Entire home/apt,293.0,30.0,2,253
50213868,Spacious Bright & Airy New York Studio apartment,4852748,Michelle,Manhattan,Harlem,Entire home/apt,243.0,3.0,34,356
50214137,Sunnyside -Locals' favorite neighbor for living,19303369,Hiroki,Queens,Sunnyside,Private room,46.0,30.0,0,38
50217850,Lovely Nolita flat steps from Soho,32924585,Elaine,Manhattan,Chinatown,Private room,329.0,30.0,18,295
50218259,Sunlit room in designer duplex apartment,5717334,Shabd,Brooklyn,Bedford-Stuyvesant,Private room,161.0,30.0,0,363
50227515,Nice Solo Queen Bedroom with AC and heating,405442151,Thomas,Brooklyn,East Flatbush,Private room,1330.0,30.0,0,270
50229406,Nice/convenient house for a visit to NY for a week,162411010,Victor,Queens,Ozone Park,Entire home/apt,134.0,30.0,0,87
50229513,Close to Manhattan! Comfortable area to stayâ™ª,200239515,Shogo,Queens,Sunnyside,Private room,55.0,30.0,0,31
50229577,Sunnyside -Locals' favorite neighbor for living,200239515,Shogo,Queens,Sunnyside,Private room,46.0,30.0,2,38
50230523,PEACEFUL RENOVATED STUDIO,9743617,Patricia,Manhattan,Harlem,Entire home/apt,267.0,3.0,86,264
50231254,COZY STUDIO,9743617,Patricia,Manhattan,Harlem,Entire home/apt,244.0,4.0,93,291
50231445,Palmetto Guest Suite,237715800,Joseph & Teresa,Brooklyn,Bushwick,Entire home/apt,90.0,30.0,13,273
50232312,Bushwick Room w/Private Bath in Vintage Loft,4888892,Darina,Brooklyn,Bushwick,Private room,66.0,30.0,54,259
50240781,Private Bedroom/ Retro large Apt 15 mins to City!,284337887,Eibhlin,Brooklyn,Bedford-Stuyvesant,Private room,51.0,30.0,7,349
50241151,"Bedroom facing rear of building, 15 mins to City!",284337887,Eibhlin,Brooklyn,Bushwick,Private room,53.0,30.0,1,365
50243854,Newly Renovated Oasis in Prime Carroll Gardens,10512098,Maggie,Brooklyn,Carroll Gardens,Entire home/apt,258.0,30.0,26,99
50245157,Beautiful 3 bedroom in Manhattan!,31856478,Elissa,Manhattan,Morningside Heights,Entire home/apt,210.0,30.0,4,200
50257676,Peaceful top bedroom in bungalow w/ patio,681225,Haya,Queens,Rockaway Beach,Private room,94.0,30.0,28,177
50263756,Private Room Near A Train,51426218,Michelle,Queens,Richmond Hill,Private room,44.0,30.0,3,312
50510257,"Luxury high-rise - doorman, in-unit laundry",407939379,Alex,Manhattan,Chelsea,Entire home/apt,293.0,30.0,20,133
50526392,Room in Queens -10 mins train ride into Manhattan,89211125,Elvira,Queens,East Elmhurst,Private room,149.0,2.0,189,204
50526813,Home away from Home: Newly Renovated Apartment,273971514,Elaine,Staten Island,Clifton,Private room,83.0,30.0,101,365
50535149,"Stylish, Comfortable Loft Near Subway in Bed-Stuy",7450345,Amy,Brooklyn,Bedford-Stuyvesant,Entire home/apt,179.0,30.0,6,89
50537560,Entire Apartment: In the heart of Greenpoint!,67119821,Don,Brooklyn,Greenpoint,Entire home/apt,168.0,30.0,1,87
50540716,"Forest Park ""Tree House""",408346348,Netarpal,Queens,Richmond Hill,Entire home/apt,103.0,30.0,63,69
50545664,Conveniently located BK House With Lots Of Charm!!,408388828,Kwadwo,Brooklyn,Canarsie,Private room,438.0,3.0,156,285
50547429,The York â€¢ Vibe 8657,61391963,â¨StayWithVibe.â©,Manhattan,Upper East Side,Entire home/apt,171.0,30.0,14,339
50549001,Furnished room with Lofted Bed/15 mins to city!,284337887,Eibhlin,Brooklyn,Bedford-Stuyvesant,Private room,50.0,30.0,3,166
50554478,Large Bedroom (Queen) + Living Room + Workspace,17466612,Tatyana,Brooklyn,Bensonhurst,Private room,60.0,30.0,17,90
50564872,Midtown 1BR Apt Close to Central Park & 59St Train,137358866,Kaz,Manhattan,Upper East Side,Entire home/apt,229.0,30.0,16,348
50574468,Private Room in Cozy Williamsburg Apartment,112773863,Erica,Brooklyn,Williamsburg,Private room,223.0,1.0,177,33
49958366,"Bright, Modern Prospect Heights 1BR",324189902,Elana,Brooklyn,Prospect Heights,Entire home/apt,211.0,30.0,0,358
49963985,MASIVE ROOM-WASHER DRYER-RENT BY THE CALENDAR MONT,231870747,Ozzy,Manhattan,Harlem,Private room,55.0,30.0,4,226
49964381,Charming Williamsburg Studio with Beautiful Views,14061805,Diego,Brooklyn,Williamsburg,Entire home/apt,226.0,30.0,15,78
49980221,2  bedroom apartment near Staten Island ferry,260396179,Beni,Staten Island,Tompkinsville,Entire home/apt,94.0,30.0,31,178
49980476,2 Bedroom apt 21 miles from Metlife WorldCup 2026,403062824,Daniel,Queens,Jackson Heights,Entire home/apt,179.0,30.0,8,318
49986878,2 Bedroom Suite at Arverne By The Sea,267735490,Rohan,Queens,Arverne,Entire home/apt,108.0,30.0,23,341
49987009,PrÃ­vate guest room with full bath in Brooklyn,257245441,Archina,Brooklyn,Windsor Terrace,Private room,112.0,30.0,55,365
49987096,Modern 2BR apartment W/ Doorman Elevator W/D (12),384532776,Nathan,Manhattan,Hell's Kitchen,Entire home/apt,203.0,30.0,3,365
50000106,Heart of Manhattan Midtown!!(Herald Square),382617662,Jake,Manhattan,Midtown,Entire home/apt,358.0,1.0,288,24
50001583,Spacious & Clean 2-Bedroom in Prime East Village,217521776,Chin,Manhattan,East Village,Entire home/apt,212.0,30.0,17,296
50002776,Modern Apartment  NYC,113854049,Diamond,Manhattan,East Harlem,Entire home/apt,183.0,30.0,77,276
50005702,Quiet Comfy Studio in the East Village near NYU,380601266,Jeremy,Manhattan,East Village,Entire home/apt,40.0,90.0,9,134
50010284,Unfurnished 2 Bedroom apartment (24),384532776,Nathan,Manhattan,Hell's Kitchen,Entire home/apt,225.0,30.0,0,365
50012899,1 Cama para Mujer/HabitaciÃ³n 2 Camas (Women Only),401937392,Jessica,Queens,Corona,Shared room,30.0,30.0,58,65
50014718,Brooklyn Comfort II,49191712,Stephen,Brooklyn,Bedford-Stuyvesant,Private room,474.0,1.0,145,50
50017683,Quiet Beach Getaway. 2 blocks from the Beach,26951191,Charles,Queens,Far Rockaway,Entire home/apt,196.0,30.0,13,270
50027063,Spacious One Bedroom Entire Apt,193364875,Catia Silva,Manhattan,Upper West Side,Entire home/apt,122.0,30.0,142,156
50031800,Gorgeous and Modern 3BR apartment - Doorman (13),384532776,Nathan,Manhattan,Hell's Kitchen,Entire home/apt,279.0,30.0,4,365
50282803,Artistic modern one bedroom with natural light.,10309182,Heather,Brooklyn,Williamsburg,Entire home/apt,205.0,30.0,6,332
50287920,E. Williamsburg Spacious Artist Loft + WFH Ready,15147054,Christopher,Brooklyn,Williamsburg,Private room,177.0,2.0,143,339
50288716,TRYP by Wyndham -Times Square / Midtown - sleeps4,38592279,Vk,Manhattan,Hell's Kitchen,Private room,363.0,1.0,46,99
50288808,Spacious and Serene East Williamsburg Guest Suite,344974718,Hally,Brooklyn,Williamsburg,Private room,253.0,1.0,237,169
50303978,DECAT 3 - Beautiful Private Bedroom in Bedstuy,406193264,Manuel,Brooklyn,Bushwick,Private room,62.0,30.0,88,74
50307683,Comfy bedroom in apt share 20 mins to City!,284337887,Eibhlin,Brooklyn,Bedford-Stuyvesant,Private room,49.0,30.0,1,350
50309122,New 2 Bedrooms in Heart of NYC by Central Park,2867137,Raphael,Manhattan,Midtown,Entire home/apt,243.0,30.0,3,357
50309369,Lovely 3 bedroom apt in Williamsburg,377953873,Benjasmin,Brooklyn,Williamsburg,Entire home/apt,192.0,30.0,16,158
50310569,DECAT 1 - Beautiful Private Bedroom in Bedstuy,406193264,Manuel,Brooklyn,Bushwick,Private room,62.0,30.0,77,74
50327420,Canopy Room w/Private Bath in Vintage Loft,4888892,Darina,Brooklyn,Bushwick,Private room,68.0,30.0,34,288
50331423,Lovely Room in 3 Bedroom Apartment in Queens!,110506181,Massiel Peguero,Queens,Rego Park,Private room,53.0,30.0,1,88
50348687,"Convenient 2nd floor, modern w/ free WiFi.",406616783,Ken,Brooklyn,Canarsie,Entire home/apt,150.0,30.0,24,179
50350784,Den by Mall and Hospital,298205971,Ireina,Queens,Rego Park,Private room,100.0,30.0,24,270
50357770,Sun filled and bright one bedroom with a terrace,224047081,Brooklyn Evoke,Brooklyn,Sea Gate,Entire home/apt,111.0,30.0,16,333
50359042,Williamsburg Guest Suite,179026754,Maria,Brooklyn,Williamsburg,Private room,284.0,3.0,111,307
50361433,Columbia U Remodeled Studio with Private Entrance,17266994,Tom,Manhattan,Harlem,Entire home/apt,150.0,30.0,72,91
50367089,Room in 3BR2BA w/ In-Unit Laundry 10min 61 St (7),137358866,Kaz,Queens,Maspeth,Private room,95.0,30.0,15,164
50373097,Single room #8,151084261,Sarah,Brooklyn,Williamsburg,Private room,70.0,30.0,8,303
50373395,Amazing value in prime Brooklyn location,26535250,Sheila,Brooklyn,Windsor Terrace,Entire home/apt,221.0,30.0,5,258
50373477,Spacious 1BR - 8 minutes subway ride to Manhattan,406886697,Kazuna,Queens,Astoria,Entire home/apt,191.0,30.0,34,344
50377243,Heart of Manhattan: Steps away from Empire State,405504942,Tugba,Manhattan,Kips Bay,Entire home/apt,48.0,30.0,3,223
50380856,Cozy 2/1 w utilities included 5 min from LGA,31916657,Rosario,Queens,East Elmhurst,Entire home/apt,164.0,31.0,50,342
50381056,BEAUTIFUL MODERN SUNLIGHT KISSED HOME IN BROOKLYN,406984733,Naressa,Brooklyn,East New York,Entire home/apt,409.0,30.0,97,365
50382110,Sun-Drenched Central Park Studio,20854377,Matthew,Manhattan,Upper West Side,Entire home/apt,312.0,30.0,22,80
50394733,Queens Luxury Studio Experience 10mins  from JFK,407101663,Crystal,Queens,Jamaica,Private room,217.0,1.0,111,77
50394984,Art Deco Live / Work Studio in the East Village,380601266,Jeremy,Manhattan,East Village,Entire home/apt,43.0,90.0,7,303
50395307,Family friendly 2bd  in Boerum/Cobble Hill,2264004,Tom/Alissa,Brooklyn,Carroll Gardens,Entire home/apt,262.0,30.0,16,114
50398446,Stunning Designer BedStuy Brownstone w/Gym + Patio,24668,Tara,Brooklyn,Bedford-Stuyvesant,Entire home/apt,395.0,30.0,5,150
50399497,Near Manhattan/LGA/JFK Free Cancellation,203890641,Vinicius,Queens,Ditmars Steinway,Private room,87.0,30.0,73,224
50403442,Charming Private Room,112901574,Nate,Brooklyn,Bedford-Stuyvesant,Private room,90.0,30.0,43,269
50403831,Sunny Modern Beach Home w/ Garden in Coney Island,7979680,Lilac,Brooklyn,Coney Island,Private room,290.0,4.0,31,364
50403963,Exceptional Room brand new furniture big screen TV,112901574,Nate,Brooklyn,Bedford-Stuyvesant,Private room,86.0,30.0,66,270
50408339,Amazing 2 Bedroom Unit in Brooklyn,67067520,Gordon,Brooklyn,Greenpoint,Entire home/apt,285.0,30.0,30,107
50416793,CITY VIEWS +OUTDOOR SPACE/BREAKFAST/COFFEE/PEACE,3722715,Lp,Brooklyn,Bedford-Stuyvesant,Entire home/apt,291.0,30.0,27,89
50416941,#2F Affordable/ min to nyc/ front,1140882,Bernadette,Brooklyn,Fort Greene,Private room,81.0,30.0,31,180
50421355,Newly furnished 2bed room apartment walk to all,407354015,Fabienne,Manhattan,Midtown,Entire home/apt,533.0,30.0,0,365
50423127,Lovely 2 Bedroom Apartment 2 blocks from the Beach,365309485,Charles,Queens,Far Rockaway,Entire home/apt,394.0,30.0,23,270
50427075,Peaceful and clean,157236586,Shelly,Bronx,Fordham,Private room,81.0,30.0,2,365
50437750,Spare room with desk/Apt share. 20 mins to City!,284337887,Eibhlin,Brooklyn,Bedford-Stuyvesant,Private room,48.0,30.0,0,365
50438495,3BR best location 1.5 bth fully furnished,407354015,Fabienne,Manhattan,Kips Bay,Entire home/apt,637.0,30.0,1,365
50439191,Entire Apartment: Clean & Cozy 1 BR,18990231,Kwam,Brooklyn,Bushwick,Entire home/apt,89.0,30.0,1,225
50439347,Cozy space,214428653,Abbe,Queens,St. Albans,Entire home/apt,214.0,1.0,90,104
50442598,"Bright, airy and hip Brooklyn apt...walk to all",831185,Andrew,Brooklyn,Crown Heights,Entire home/apt,207.0,30.0,52,365
50583386,Home For Medical Professionals - Brookdale,26377263,Dr.Julien,Brooklyn,East Flatbush,Private room,55.0,30.0,0,365
50588332,Brooklyn home away from home - One Bedroom Rental,27895636,Devon,Brooklyn,Brownsville,Entire home/apt,179.0,30.0,47,365
50595063,Cozy Room - Next to ABCD trains Washer&Dryer,144008701,Ozzy,Manhattan,Harlem,Private room,49.0,30.0,6,349
50595710,Your home in the big Apple!,74215453,Leo,Queens,Astoria,Private room,64.0,30.0,32,307
50596016,Beautiful 3 Bedroom home with Decks front and  ba,27863482,Maryjoan,Bronx,Mott Haven,Entire home/apt,423.0,30.0,0,365
50599418,Home away from home in great neighborhood.,408827396,Debra,Brooklyn,Greenpoint,Entire home/apt,203.0,30.0,115,51
50619320,Prospect Park is your playground!,408976756,Lucy,Brooklyn,Windsor Terrace,Entire home/apt,138.0,30.0,1,318
50619651,Room in Chelsea 5 (Shared Bathroom),408979935,The Village House,Manhattan,Chelsea,Private room,143.0,1.0,437,97
50622095,Amazing  Apt in the heart of the Soho,45241930,Ben,Manhattan,Nolita,Entire home/apt,64.0,86.0,9,289
50623654,502 - 2 bedroom unit in luxury amenity building,278925199,Paradise Suites,Manhattan,Upper East Side,Entire home/apt,219.0,30.0,8,339
50632930,Manhattan Top Floor Apartment w/elevator,115063482,Ame,Manhattan,Inwood,Entire home/apt,80.0,30.0,0,165
50634191,Premium Queen C - Yotel Times Square,401277068,Yotel New York,Manhattan,Hell's Kitchen,Private room,116.0,1.0,270,307
50634288,Premium Queen View A - Yotel Times Square,401277068,Yotel New York,Manhattan,Hell's Kitchen,Private room,131.0,1.0,323,310
50634330,Premium Queen View B - Yotel Times Square,401277068,Yotel New York,Manhattan,Hell's Kitchen,Private room,131.0,1.0,833,310
50634369,Premium Queen View C - Yotel Times Square,401277068,Yotel New York,Manhattan,Hell's Kitchen,Private room,131.0,1.0,161,310
50634986,Private European Garden Apartment,99547346,Ann,Manhattan,Washington Heights,Entire home/apt,662.0,1.0,139,120
50636537,TRYP by Wyndham-Times Square Midtown sleeps 4,38592279,Vk,Manhattan,Hell's Kitchen,Private room,359.0,1.0,59,95
50637542,Large cozy 1 bedroom in a private house.,403986007,William,Queens,St. Albans,Private room,120.0,30.0,2,365
50638762,"Sheepshead bay , Brooklyn stay",409139174,Cheryl,Brooklyn,Sheepshead Bay,Entire home/apt,455.0,1.0,251,195
50639364,"The Queens Perch 
1.5 miles away from JFK Airport",28212095,Nina,Queens,Jamaica,Entire home/apt,245.0,1.0,157,287
50640505,Vivid Garden Retreat with Walk in Closet,35935,Angela,Brooklyn,Bedford-Stuyvesant,Private room,68.0,30.0,5,104
50654386,Gorgeous Greenpoint Getaway,17529646,Stephen,Brooklyn,Greenpoint,Private room,204.0,2.0,182,214
50657075,"Light-filled, spacious studio in <3 of Downtown BK",2628742,Michelle,Brooklyn,Fort Greene,Entire home/apt,206.0,30.0,16,242
50657826,The Morning Sunshine!,348032287,The Mini Luxe Suite,Queens,Hollis,Private room,111.0,1.0,84,356
50669306,Luxury Studio by the Hudson River,75395516,Jaime,Manhattan,Hell's Kitchen,Entire home/apt,184.0,30.0,13,166
50672817,Private Room at Rogers in Rockaway,73570025,Angela,Queens,Breezy Point,Private room,135.0,30.0,31,365
50673172,"Sunny, large full-floor loft in downtown NYC",410112767,N,Manhattan,Chinatown,Entire home/apt,484.0,30.0,14,187
50679257,"Sunny, spacious & serene near Columbia U",167364935,Deb,Manhattan,Morningside Heights,Entire home/apt,253.0,30.0,19,86
50685019,Home For Medical Professionals - Kingsbrook Jewish,26377263,Dr.Julien,Brooklyn,East Flatbush,Private room,55.0,30.0,0,365
50685274,Home For Medical Professionals - Kings County,26377263,Dr.Julien,Brooklyn,Prospect-Lefferts Gardens,Private room,55.0,30.0,0,365
50687637,Home For Medical Professionals - Wyckoff Heights,26377263,Dr.Julien,Brooklyn,Bushwick,Private room,59.0,30.0,0,365
50697485,Williamsburg ground zero apartment,146615800,Nikolas,Brooklyn,Williamsburg,Entire home/apt,217.0,30.0,57,262
50698997,Comfort on Monroe,148102066,Zainab,Brooklyn,Bedford-Stuyvesant,Private room,114.0,2.0,154,302
50701850,Summer in New York! - Near NYU!,3317914,David,Manhattan,East Village,Entire home/apt,371.0,30.0,3,263
50702408,Room in Chelsea 2 (Shared Bathroom),408979935,The Village House,Manhattan,Chelsea,Private room,131.0,1.0,480,128
50702550,Shared bathroom 1 SofaBed + loftbed + kitchen,408979935,The Village House,Manhattan,Chelsea,Private room,216.0,1.0,187,89
50704666,Bedstuy Bedroom with Desk & Backyard View,11769840,Amber,Brooklyn,Bedford-Stuyvesant,Private room,89.0,30.0,38,56
50706878,"Room with private patio in Corona, Queens.",49018902,Bal,Queens,Corona,Private room,139.0,2.0,184,264
50710947,Home For Medical Professionals - Woodhull,26377263,Dr.Julien,Brooklyn,Bedford-Stuyvesant,Private room,59.0,30.0,0,365
50720125,"Central, clean & cozy 1-br apt *pvt/renovated*",25233305,Akilah,Queens,Laurelton,Entire home/apt,91.0,30.0,26,349
50729758,"Private, Home ImmaculÃ©e",409207154,Immacula,Brooklyn,Canarsie,Private room,217.0,1.0,43,257
50731544,Bank Bed and Private Kitchen,409967227,Spring,Manhattan,Gramercy,Private room,112.0,1.0,236,37
50740601,Stunning & Gorgeous 3 BR APT in the UES (18),384532776,Nathan,Manhattan,Upper East Side,Entire home/apt,318.0,30.0,4,282
50743177,Lovely 2-bedroom fully furnished apt in Brooklyn,410066428,Yoina,Brooklyn,Williamsburg,Entire home/apt,167.0,30.0,18,278
50744441,CHARMING 1 BR NEAR CENTRAL PARK â˜… LA VIE EN BLEU â˜…,9293730,Inna,Manhattan,Upper East Side,Entire home/apt,223.0,30.0,15,320
50999787,Chic Hamilton Heights Getaway,58228630,Devin,Manhattan,Harlem,Private room,127.0,30.0,3,365
51000097,"Beautiful one bedroom in Manhattan, East Village",75395247,Ramiro,Manhattan,Stuyvesant Town,Entire home/apt,159.0,30.0,19,267
51001908,Lovely One bedroom in Brooklyn !,45774302,Julian,Brooklyn,Bushwick,Private room,112.0,30.0,8,90
51003836,Charming and new in the heart of Harlem,3901990,Courtney,Manhattan,East Harlem,Entire home/apt,186.0,31.0,0,83
51019131,Shered bathroom 2 Bunk Bed + kitchen,408979935,The Village House,Manhattan,Chelsea,Entire home/apt,170.0,1.0,181,71
51023350,Eccentric and Comfy East Village Room,88929878,Maia,Manhattan,East Village,Private room,192.0,1.0,216,169
51023989,La Sienna Beautiful Prewar,1171497,Yvette,Manhattan,Harlem,Entire home/apt,205.0,4.0,35,112
51023991,La Sienna Guesthouse Serene Setting Azul,1171497,Yvette,Manhattan,Harlem,Private room,143.0,2.0,25,108
51024266,A beautiful midsize room in the Bronx,393196534,Bodrul,Bronx,Clason Point,Private room,42.0,30.0,54,177
51025107,Spacious NEW Brooklyn Duplex 30 min to Manhattan!,41420874,Rochel,Brooklyn,Crown Heights,Entire home/apt,642.0,2.0,180,122
50444487,Billie's holiday | maid + laundry included,24641078,Joshua,Manhattan,Upper East Side,Entire home/apt,556.0,30.0,16,49
50448458,HabitaciÃ³n Privada a 30 minutos deTimes Square,401937392,Jessica,Queens,Corona,Private room,53.0,30.0,31,90
50454030,Private Beautiful 2 bedroom in Brooklyn.,192747450,Lashanda,Brooklyn,Crown Heights,Private room,256.0,3.0,117,285
50455183,Cozy bedroom in a shared apartment with the Host,407298976,â¨Temistocles J.â©,Brooklyn,East New York,Private room,88.0,30.0,43,269
50464753,Private Bath/Master Bedroom Astoria -Shared Living,50770601,Diana,Queens,Astoria,Private room,97.0,30.0,17,365
50464835,Nice Bedroom Avaliable in Astoria - Shared Living,50770601,Diana,Queens,Astoria,Private room,86.0,30.0,33,365
50475919,Modern Greenpoint 1BR with Skyline Views,1403096,Juan,Brooklyn,Greenpoint,Entire home/apt,206.0,30.0,15,154
50476420,Beautiful Private Room in Cozy Apartment,407147563,Erenita,Manhattan,Harlem,Private room,212.0,30.0,129,89
50480214,Private Suite in Historic Brooklyn Brownstone,4516365,Stephanie,Brooklyn,Crown Heights,Private room,541.0,1.0,202,296
50488088,Immaculate Upper West Side 1 Bedroom Apartment,380601266,Jeremy,Manhattan,Upper West Side,Entire home/apt,60.0,90.0,10,97
50490000,Stylish 2 bedroom apartment with parking,407896135,Salma,Brooklyn,Gerritsen Beach,Private room,298.0,1.0,143,169
50490073,Designer 2-Bedroom/2-Bathroom in Murray Hill NYC,3491890,George Steven,Manhattan,Murray Hill,Entire home/apt,310.0,30.0,11,42
50490369,Renovated 2 1/2 Bedroom 1 Bath in Trendy Brooklyn,54743396,Gretchen,Brooklyn,Bedford-Stuyvesant,Entire home/apt,141.0,30.0,43,224
50496178,five star living,407949665,Lynford,Bronx,Wakefield,Entire home/apt,171.0,30.0,52,365
50496488,Art Deco room in BK close to metro & Industry City,51913277,Andrada,Brooklyn,Sunset Park,Private room,63.0,30.0,150,78
50497636,Jewel Apt in BK with best Manhattan Access,1746838,Steve,Brooklyn,Crown Heights,Entire home/apt,202.0,30.0,1,270
50500205,Authentic Upper East Side Two Bedroom Apartment,22541573,Furnished Quarters,Manhattan,Upper East Side,Entire home/apt,358.0,30.0,1,311
50745200,Private Room at Rogers Rockaway,73570025,Angela,Queens,Breezy Point,Private room,151.0,30.0,30,365
50747708,Private bathroom - You have your own bathroom,204704622,Momoyo,Queens,Elmhurst,Private room,54.0,30.0,41,31
50749649,"Private room in Manhattan, New york City",410123680,Samir,Manhattan,Harlem,Private room,34.0,120.0,41,358
50753481,Cloud Suite with Queen Bed and Huge Patio!,395520753,Manuel,Brooklyn,Bedford-Stuyvesant,Private room,239.0,30.0,9,196
50757240,Private room in spacious Brooklyn townhouse,8539550,Gabrielle,Brooklyn,Prospect-Lefferts Gardens,Private room,102.0,30.0,60,44
50762178,Newly renovated studio in midtown east/UES (21),384532776,Nathan,Manhattan,Upper East Side,Entire home/apt,151.0,30.0,15,115
50764841,Private bedroom near Subway D line and Maimonides,5853457,Qingming,Brooklyn,Borough Park,Private room,50.0,30.0,9,349
50767112,"Prospect Park HDTV Room, 21 min to Manhattan #196",3223938,Eugene,Brooklyn,Crown Heights,Private room,57.0,30.0,1,338
50775933,"1 OF A KIND.  Lux, bright midcentury style 1BR",764790,Alex,Brooklyn,Bedford-Stuyvesant,Entire home/apt,173.0,30.0,17,186
50778696,521 West 48th-2 bedroom 1 bathroom in Midtown West,51501835,Jeniffer,Manhattan,Hell's Kitchen,Entire home/apt,188.0,30.0,7,217
50782009,Home For Medical Professionals - NYU Hosp Brooklyn,26377263,Dr.Julien,Brooklyn,Sunset Park,Private room,59.0,30.0,0,365
50786710,Midtown West One Bedroom near Central Park,22541573,Furnished Quarters,Manhattan,Midtown,Entire home/apt,356.0,30.0,0,278
50793014,King Bed + En-suite in EPIC Bed-Stuy Brownstone!,7291044,Ali,Brooklyn,Bedford-Stuyvesant,Private room,113.0,30.0,5,88
50793849,Bright and lovely studio on the quiet block,224047081,Brooklyn Evoke,Brooklyn,Sea Gate,Private room,138.0,2.0,93,335
50795444,433 West 53-Large Studio in Midtown West,51501835,Jeniffer,Manhattan,Hell's Kitchen,Entire home/apt,133.0,30.0,8,261
50795818,2BR Apartment Located in the Heart of Brooklyn,349662394,Joanne,Brooklyn,East Flatbush,Private room,194.0,3.0,130,305
50797765,Cozy & Eclectic Bronx Apartment!,410561414,Cindy,Bronx,Pelham Gardens,Private room,184.0,4.0,71,358
50809342,Beautiful one bedroom apt  in Williamsburg,75395247,Ramiro,Brooklyn,Williamsburg,Entire home/apt,159.0,30.0,20,312
50813895,"Private-Beautiful Place to Stay in Ridgewood, NY",269375752,Ana,Queens,Ridgewood,Private room,420.0,2.0,135,233
50822826,Cozy & Comfortable Private Room in Charming Apt,128940676,Ala,Brooklyn,East Flatbush,Private room,86.0,30.0,106,365
50831816,Cozy & Peaceful 2-Bed for Business Travelers,157301360,Dalia,Queens,Kew Gardens Hills,Entire home/apt,232.0,30.0,18,360
50833394,Prospect Park South Charm -1-Bdrm Apt w/ Balcony,18091877,Jim,Brooklyn,Flatbush,Entire home/apt,149.0,30.0,22,45
50844104,off the market for now.,411034737,Peter,Brooklyn,East Flatbush,Private room,57.0,30.0,52,162
50851753,2 Bedroom apt 21 miles from Metlife WorldCup 2026,403062824,Daniel,Queens,Corona,Entire home/apt,153.0,30.0,1,360
50853546,Dedicated Workspace,374593637,Ricardo,Queens,Richmond Hill,Entire home/apt,170.0,30.0,116,180
50854532,428-2W Newly Furnished 2BR Sleeps 5 Prime Location,2119276,Urban Furnished,Manhattan,Hell's Kitchen,Entire home/apt,346.0,30.0,3,303
50862774,Spacious Penthouse suite in East Flatbush,90787064,Tamara,Brooklyn,Flatbush,Entire home/apt,409.0,30.0,4,270
50866798,Chic artist's loft central Williamsburg,11073109,Maya,Brooklyn,Williamsburg,Entire home/apt,409.0,30.0,4,173
50870707,Comfy Room in Spacious Condo for Med Students,3007477,Robin,Manhattan,Washington Heights,Private room,64.0,30.0,13,94
50873346,1BR 110st Manhattan Apt for 4 Near Central Park,137358866,Kaz,Manhattan,East Harlem,Entire home/apt,120.0,30.0,4,317
50873910,Untitled at 3 Freeman - Sky King,158969505,Untitled,Manhattan,Lower East Side,Private room,507.0,1.0,326,363
50877802,Cozy one bedroom next to Central Park,5162192,Amy,Manhattan,Upper West Side,Entire home/apt,108.0,30.0,1,136
50879115,West Herlem Jewel,360780711,Sia,Manhattan,Harlem,Private room,83.0,30.0,110,365
50888320,Penthouse Room near Manhattan Bridge in DUMBO,50881897,John,Brooklyn,Downtown Brooklyn,Private room,154.0,1.0,147,286
50889641,New LOVELY 1BR oasis across Park,47022650,Jillian,Manhattan,East Harlem,Entire home/apt,142.0,30.0,28,285
50892818,"Cozy 1BR Apt, Private Entrance/Washer Dryer",76943965,McArthur,Brooklyn,Canarsie,Shared room,234.0,2.0,93,108
50893315,Large 1BR apartment no share,62574401,Matteo,Queens,Jackson Heights,Entire home/apt,81.0,30.0,5,208
50897694,Brooklyn Brownstone | 1BR in Trendy Bed-Stuy,403320678,Anthony,Brooklyn,Bedford-Stuyvesant,Entire home/apt,154.0,30.0,51,210
50900377,Large Arty Room In Bushwick - 2,9864136,Anthony,Brooklyn,Bedford-Stuyvesant,Private room,46.0,30.0,3,349
50912283,Rove Travel |Astor House | 4BR TH w/ Private Roof,17775359,Rove Travel,Manhattan,West Village,Entire home/apt,1200.0,30.0,9,307
50913395,1 Bed near Rockefeller Center and more,22541573,Furnished Quarters,Manhattan,Midtown,Entire home/apt,332.0,30.0,1,176
50913688,Private Chamber Queens NY St. Johnâ€™s University,215759678,Andrew,Queens,Jamaica Estates,Private room,56.0,30.0,10,365
50915457,Private Sunny Room Queens NY St. Johnâ€™s University,215759678,Andrew,Queens,Jamaica Estates,Private room,65.0,30.0,12,30
50918002,ONE  BEDROOM IN A 3 BEDROOM APT 108 SQUARE FEET,411735553,Kodjo Edem,Bronx,University Heights,Private room,41.0,30.0,105,57
50918485,Lovely Ground Floor Bronx Apartment,258806401,Badal,Bronx,Kingsbridge,Entire home/apt,89.0,30.0,51,291
51035025,Crown Heights Garden Studio Oasis,6801314,Kito,Brooklyn,Crown Heights,Entire home/apt,123.0,30.0,27,290
